tweet_text,synthesized_summary,responder_role,secondary_annotation,disaster_type,information_type,input_text,source_row_id
"RT @aguywithnolife: They said 70 homes, a school, nursing home &amp; apartment building all leveled in #WestTX. possibly 60-70 dead, hun ...",Police should secure the scene while EMS prepares for potential mass casualties and coordinates victim transport.,Police/EMS,CPU/MMU,Explosion,Infrastructure and utilities,"Responder Roles: Police, EMS
Disaster Type: Explosion
Tweet: RT @aguywithnolife: They said 70 homes, a school, nursing home &amp; apartment building all leveled in #WestTX. possibly 60-70 dead, hun ...
Secondary Annotations: CPU, MMU
Information Type: Infrastructure and utilities",27266
BBC News - Glasgow helicopter crash: Eight dead at Clutha pub http://t.co/gifeN7WAqT,Police should evaluate crowd control and security measures following the reported helicopter crash with multiple casualties.,Police,DCC,Crash,Affected individuals,"Responder Roles: Police
Disaster Type: Crash
Tweet: BBC News - Glasgow helicopter crash: Eight dead at Clutha pub http://t.co/gifeN7WAqT
Secondary Annotations: DCC
Information Type: Affected individuals",14419
#Quebec begins criminal investigation behind train derailment: http://t.co/3W5PQzZzY6,Police should assess potential criminal activity and ensure scene security following the train derailment investigation in Quebec.,Police,CPU,Derailment,Not labeled,"Responder Roles: Police
Disaster Type: Derailment
Tweet: #Quebec begins criminal investigation behind train derailment: http://t.co/3W5PQzZzY6
Secondary Annotations: CPU
Information Type: Not labeled",16579
Typhoon Haiyan: Aid begins trickling into desperate Philippines communities http://t.co/Lx0le4RRHm #NEWS,Police should monitor aid distribution to ensure public safety and prevent crowd issues in typhoon-affected areas.,Police,DCC,Typhoon,Donations and volunteering,"Responder Roles: Police
Disaster Type: Typhoon
Tweet: Typhoon Haiyan: Aid begins trickling into desperate Philippines communities http://t.co/Lx0le4RRHm #NEWS
Secondary Annotations: DCC
Information Type: Donations and volunteering",26637
RT @LisaDCNN: QUAKE UPDATE: CNN reporting that all Tsunami warnings have been reduced for the Costa Rica quake.,Police should monitor for aftershocks and ensure public safety following the earthquake update on tsunami warnings.,Police,DCC,Earthquake,Caution and advice,"Responder Roles: Police
Disaster Type: Earthquake
Tweet: RT @LisaDCNN: QUAKE UPDATE: CNN reporting that all Tsunami warnings have been reduced for the Costa Rica quake.
Secondary Annotations: DCC
Information Type: Caution and advice",1578
"Let's not add to this anymore:  Stay out of moving water: 4 dead, 218 unaccounted for in Colorado flooding",Police should monitor compliance with safety warnings regarding moving water amid reported fatalities and unaccounted individuals in the flooding.,Police,DCC,Floods,Affected individuals,"Responder Roles: Police
Disaster Type: Floods
Tweet: Let's not add to this anymore:  Stay out of moving water: 4 dead, 218 unaccounted for in Colorado flooding
Secondary Annotations: DCC
Information Type: Affected individuals",13096
DEVASTATING FIRES IN NSW...PLEASE LOOK OUT FOR INJURED WILDLIFE.   Bushfires and wildlife http://t.co/DTdRAIpaoN,Firefighters should evaluate fire risks and plan for wildlife injuries in response to the reported devastating fires in NSW.,Firefighter,USAR,Wildfire,Caution and advice,"Responder Roles: Firefighter
Disaster Type: Wildfire
Tweet: DEVASTATING FIRES IN NSW...PLEASE LOOK OUT FOR INJURED WILDLIFE.   Bushfires and wildlife http://t.co/DTdRAIpaoN
Secondary Annotations: USAR
Information Type: Caution and advice",9152
"#nswfires ALERT  Damaging winds around 60km/h with peak gusts of 90km/h forecast for #sydney Illawarra, Southern Tablelands, Snowy Mountains",Police should assess the potential for increased fire spread and public safety risks due to damaging winds in the area.,Police,DCC,Wildfire,Other Useful Information,"Responder Roles: Police
Disaster Type: Wildfire
Tweet: #nswfires ALERT  Damaging winds around 60km/h with peak gusts of 90km/h forecast for #sydney Illawarra, Southern Tablelands, Snowy Mountains
Secondary Annotations: DCC
Information Type: Other Useful Information",9548
"RT @InquisitionNews: Toll hits 13 dead, dozens missing in Canada's runaway train disaster: LAC-MEGANTIC, Quebec, July 8 (UPI)... http://t.c…",Assess potential casualties and prioritize medical response for reported victims in the derailment incident.,EMS,MMU,Derailment,Affected individuals,"Responder Roles: EMS
Disaster Type: Derailment
Tweet: RT @InquisitionNews: Toll hits 13 dead, dozens missing in Canada's runaway train disaster: LAC-MEGANTIC, Quebec, July 8 (UPI)... http://t.c…
Secondary Annotations: MMU
Information Type: Affected individuals",16438
RT @politico: LAX evacuated after multiple TSA agents and a suspect were shot. Via @PoliticoKevin: http://t.co/FHtnXt7wYQ,Assess potential injuries among evacuated individuals and prepare for possible triage and medical support following the shooting at LAX.,EMS,MMU,Shootings,Affected individuals,"Responder Roles: EMS
Disaster Type: Shootings
Tweet: RT @politico: LAX evacuated after multiple TSA agents and a suspect were shot. Via @PoliticoKevin: http://t.co/FHtnXt7wYQ
Secondary Annotations: MMU
Information Type: Affected individuals",15258
"RT @rob_sheridan: Another insane video of the Russian meteor shower, with a huge sonic boom: http://t.co/8rhszGIL - thx @musichotsex",Police should assess public safety risks related to the meteor shower and crowd behavior in response to the event.,Police,DCC,Meteorite,Other Useful Information,"Responder Roles: Police
Disaster Type: Meteorite
Tweet: RT @rob_sheridan: Another insane video of the Russian meteor shower, with a huge sonic boom: http://t.co/8rhszGIL - thx @musichotsex
Secondary Annotations: DCC
Information Type: Other Useful Information",21244
"RT @quakemonitor: #earthquake M 3.6, Virgin Islands region Depth: 76.00 km Sep 6 5:13:14 2012 BST http://t.co/UaTwDxFM",Police should assess potential public safety risks and coordinate response efforts following the reported earthquake.,Police,DCC,Earthquake,Not labeled,"Responder Roles: Police
Disaster Type: Earthquake
Tweet: RT @quakemonitor: #earthquake M 3.6, Virgin Islands region Depth: 76.00 km Sep 6 5:13:14 2012 BST http://t.co/UaTwDxFM
Secondary Annotations: DCC
Information Type: Not labeled",2027
RT @AP: Focus shifts from airlifts to trying to find hundreds still unaccounted for after Colorado floods: http://t.co/c8ohuGzuL4 -CJ,Police should coordinate with DCC to manage crowd control and assist in locating individuals unaccounted for after the floods.,Police,DCC,Floods,Affected individuals,"Responder Roles: Police
Disaster Type: Floods
Tweet: RT @AP: Focus shifts from airlifts to trying to find hundreds still unaccounted for after Colorado floods: http://t.co/c8ohuGzuL4 -CJ
Secondary Annotations: DCC
Information Type: Affected individuals",13477
NewsInSG: Haze approaches 'unhealthy' level in Singapore: Singapore's haze situation worsened on Mo... http://t.co/ukVmx2QJQD #Singapore,Firefighters should assess hazardous material exposure risks and prepare for containment as haze levels worsen in Singapore.,Firefighter,HAZMAT,Haze,Caution and advice,"Responder Roles: Firefighter
Disaster Type: Haze
Tweet: NewsInSG: Haze approaches 'unhealthy' level in Singapore: Singapore's haze situation worsened on Mo... http://t.co/ukVmx2QJQD #Singapore
Secondary Annotations: HAZMAT
Information Type: Caution and advice",23899
RT @dost_pagasa: WEATHER BULLETIN No. 2 Tropical Cyclone Alert: Tropical Depression “#MaringPH”   Issued at 11:00AM 17 August... http://t.c…,Police should monitor flood impacts and assess potential evacuation needs based on the tropical cyclone alert.,Police,DCC,Floods,Caution and advice,"Responder Roles: Police
Disaster Type: Floods
Tweet: RT @dost_pagasa: WEATHER BULLETIN No. 2 Tropical Cyclone Alert: Tropical Depression “#MaringPH”   Issued at 11:00AM 17 August... http://t.c…
Secondary Annotations: DCC
Information Type: Caution and advice",16994
Costa Rica Earthquake Update:  so far we have heard from the Piedras and homestay families in San Isidro de Heredia and everyone is fine.,"Police should monitor safety in affected areas and coordinate updates, as families report being fine after the earthquake.",Police,DCC,Earthquake,Sympathy and support,"Responder Roles: Police
Disaster Type: Earthquake
Tweet: Costa Rica Earthquake Update:  so far we have heard from the Piedras and homestay families in San Isidro de Heredia and everyone is fine.
Secondary Annotations: DCC
Information Type: Sympathy and support",1902
RT @NabilaHaniss: My prayers go out to the victims and families of #WestTx. God bless you all.,"Police should monitor for threats and assess public safety following the explosion, as expressed in the tweet's sympathy for victims.",Police,DCC,Explosion,Sympathy and support,"Responder Roles: Police
Disaster Type: Explosion
Tweet: RT @NabilaHaniss: My prayers go out to the victims and families of #WestTx. God bless you all.
Secondary Annotations: DCC
Information Type: Sympathy and support",27651
RT @abcnews: Arveen Singh sends in this photo of a tree crushing a Forest Lake house in Brisbane. Take care out in the #bigwet http://t. ...,Police should assess hazards from fallen trees and ensure safe access for emergency services in the flood-affected area.,Police,DCC,Floods,Other Useful Information,"Responder Roles: Police
Disaster Type: Floods
Tweet: RT @abcnews: Arveen Singh sends in this photo of a tree crushing a Forest Lake house in Brisbane. Take care out in the #bigwet http://t. ...
Secondary Annotations: DCC
Information Type: Other Useful Information",19792
#Meteor fall injures over 500 in Russia | http://t.co/xmRfPonx,Responders should assess reported injuries from the meteorite fall and prioritize medical care for the affected individuals.,EMS,MMU,Meteorite,Affected individuals,"Responder Roles: EMS
Disaster Type: Meteorite
Tweet: #Meteor fall injures over 500 in Russia | http://t.co/xmRfPonx
Secondary Annotations: MMU
Information Type: Affected individuals",20726
RT @ilovejamich: The historical Loboc Church in Bohol :( Before &amp; after #earthquake #PrayForVisayas God bless the Philippines http://t.co/Y…,Evaluate the Loboc Church for structural integrity and initiate search and rescue operations if needed following the earthquake.,Firefighter,USAR,Earthquake,Infrastructure and utilities,"Responder Roles: Firefighter
Disaster Type: Earthquake
Tweet: RT @ilovejamich: The historical Loboc Church in Bohol :( Before &amp; after #earthquake #PrayForVisayas God bless the Philippines http://t.co/Y…
Secondary Annotations: USAR
Information Type: Infrastructure and utilities",9988
"RT @smh: New emergency warning issued. Burning embers being blown towards Wilton, @NSWRFS says: http://t.co/sNgMIGq9YA #nswfires",Police should assess evacuation needs and monitor access routes due to reported burning embers near Wilton.,Police,DCC,Wildfire,Caution and advice,"Responder Roles: Police
Disaster Type: Wildfire
Tweet: RT @smh: New emergency warning issued. Burning embers being blown towards Wilton, @NSWRFS says: http://t.co/sNgMIGq9YA #nswfires
Secondary Annotations: DCC
Information Type: Caution and advice",9314
Info on school closure: http://t.co/Ws6vpWM3v8 #nswfires,Police should monitor school closure updates and assess potential public safety concerns related to the wildfire.,Police,DCC,Wildfire,Infrastructure and utilities,"Responder Roles: Police
Disaster Type: Wildfire
Tweet: Info on school closure: http://t.co/Ws6vpWM3v8 #nswfires
Secondary Annotations: DCC
Information Type: Infrastructure and utilities",9363
"RT @shaketini: You’re still in my thoughts West, Texas.",Police should assess community sentiment and any emerging public safety issues related to the explosion.,Police,DCC,Explosion,Sympathy and support,"Responder Roles: Police
Disaster Type: Explosion
Tweet: RT @shaketini: You’re still in my thoughts West, Texas.
Secondary Annotations: DCC
Information Type: Sympathy and support",27765
